index,title,question_id,answer_id,question_url,answer_url,loc_gpt,comments_gpt,comments_density_gpt,cc_gpt,npath_gpt,cognitive_gpt,var_names_gpt,mi_gpt,loc_stackoverflow,comments_stackoverflow,comments_density_stackoverflow,cc_stackoverflow,npath_stackoverflow,cognitive_stackoverflow,var_names_stackoverflow,mi_stackoverflow,up_votes,comment_count,answer_count,score,favorite_count
372,javax vs java package,727844,727852,https://stackoverflow.com/questions/727844/javax-vs-java-package,https://stackoverflow.com/questions/727844/javax-vs-java-package/727852#727852,14.0,2.0,0.1428571428571428,1.0,1.0,1.0,4.333333333333333,133.29224137154714,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,464.0,1.0,8.0,464.0,0.0
373,Initialize class fields in constructor or at declaration?,24551,24558,https://stackoverflow.com/questions/24551/initialize-class-fields-in-constructor-or-at-declaration,https://stackoverflow.com/questions/24551/initialize-class-fields-in-constructor-or-at-declaration/24558#24558,18.0,4.0,0.2222222222222222,3.0,2.0,1.0,5.142857142857143,128.75080447064704,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,466.0,2.0,16.0,462.0,0.0
374,Mac OS X and multiple Java versions,26252591,29195815,https://stackoverflow.com/questions/26252591/mac-os-x-and-multiple-java-versions,https://stackoverflow.com/questions/26252591/mac-os-x-and-multiple-java-versions/29195815#29195815,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,4.0,0.0,0.0,1.0,1.0,1.0,1.0,163.56126932217657,462.0,2.0,21.0,462.0,0.0
375,JUnit 5: How to assert an exception is thrown?,40268446,40268447,https://stackoverflow.com/questions/40268446/junit-5-how-to-assert-an-exception-is-thrown,https://stackoverflow.com/questions/40268446/junit-5-how-to-assert-an-exception-is-thrown/40268447#40268447,6.0,1.0,0.1666666666666666,1.0,1.0,1.0,1.0,161.45285076001412,10.0,0.0,0.0,1.0,1.0,1.0,1.0,158.79655751643097,463.0,3.0,12.0,462.0,0.0
376,Using Mockito with multiple calls to the same method with the same arguments,8088179,8088220,https://stackoverflow.com/questions/8088179/using-mockito-with-multiple-calls-to-the-same-method-with-the-same-arguments,https://stackoverflow.com/questions/8088179/using-mockito-with-multiple-calls-to-the-same-method-with-the-same-arguments/8088220#8088220,17.0,7.0,0.4117647058823529,1.0,1.0,1.0,7.166666666666667,124.13235213816648,20.0,0.0,0.0,12.0,1.0,1.0,1.0,152.66219217751924,461.0,0.0,14.0,461.0,0.0
377,Is it possible to declare a variable in Gradle usable in Java?,17197636,17201265,https://stackoverflow.com/questions/17197636/is-it-possible-to-declare-a-variable-in-gradle-usable-in-java,https://stackoverflow.com/questions/17197636/is-it-possible-to-declare-a-variable-in-gradle-usable-in-java/17201265#17201265,9.0,0.0,0.0,1.0,1.0,1.0,1.0,159.34443219785166,28.0,0.0,0.0,1.0,1.0,1.0,1.0,153.44253654708896,460.0,1.0,11.0,460.0,0.0
378,What should I set JAVA_HOME environment variable on macOS X 10.6?,1348842,1348940,https://stackoverflow.com/questions/1348842/what-should-i-set-java-home-environment-variable-on-macos-x-10-6,https://stackoverflow.com/questions/1348842/what-should-i-set-java-home-environment-variable-on-macos-x-10-6/1348940#1348940,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,459.0,1.0,15.0,459.0,0.0
379,Should I declare Jackson&#39;s ObjectMapper as a static field?,3907929,3909846,https://stackoverflow.com/questions/3907929/should-i-declare-jacksons-objectmapper-as-a-static-field,https://stackoverflow.com/questions/3907929/should-i-declare-jacksons-objectmapper-as-a-static-field/3909846#3909846,6.0,2.0,0.3333333333333333,1.0,1.0,1.0,8.0,127.7658977848008,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,459.0,0.0,6.0,459.0,0.0
380,How to negate a method reference predicate,21488056,51439995,https://stackoverflow.com/questions/21488056/how-to-negate-a-method-reference-predicate,https://stackoverflow.com/questions/21488056/how-to-negate-a-method-reference-predicate/51439995#51439995,13.0,0.0,0.0,1.0,1.0,1.0,1.0,157.4322633412,4.0,0.0,0.0,1.0,1.0,1.0,1.0,163.56126932217657,457.0,3.0,13.0,457.0,0.0
381,Split Java String by New Line,454908,454913,https://stackoverflow.com/questions/454908/split-java-string-by-new-line,https://stackoverflow.com/questions/454908/split-java-string-by-new-line/454913#454913,7.0,0.0,0.0,1.0,1.0,1.0,1.0,160.65126722491237,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,456.0,3.0,21.0,455.0,0.0
382,How to sort a List/ArrayList?,16252269,16252290,https://stackoverflow.com/questions/16252269/how-to-sort-a-list-arraylist,https://stackoverflow.com/questions/16252269/how-to-sort-a-list-arraylist/16252290#16252290,19.0,0.0,0.0,1.0,1.0,1.0,1.0,155.45891730833452,4.0,0.0,0.0,1.0,1.0,1.0,1.0,163.56126932217657,456.0,1.0,21.0,455.0,0.0
383,How to check if current thread is not main thread,11411022,11411087,https://stackoverflow.com/questions/11411022/how-to-check-if-current-thread-is-not-main-thread,https://stackoverflow.com/questions/11411022/how-to-check-if-current-thread-is-not-main-thread/11411087#11411087,5.0,2.0,0.4,1.0,1.0,1.0,1.0,162.40092285534269,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,456.0,1.0,14.0,455.0,0.0
384,"How to wait for all threads to finish, using ExecutorService?",1250643,1250655,https://stackoverflow.com/questions/1250643/how-to-wait-for-all-threads-to-finish-using-executorservice,https://stackoverflow.com/questions/1250643/how-to-wait-for-all-threads-to-finish-using-executorservice/1250655#1250655,12.0,6.0,0.5,1.0,1.0,1.0,1.0,157.8484854211024,12.0,0.0,0.0,1.0,1.0,1.0,1.0,157.8484854211024,454.0,0.0,27.0,454.0,0.0
385,Getting the filenames of all files in a folder,5694385,5694398,https://stackoverflow.com/questions/5694385/getting-the-filenames-of-all-files-in-a-folder,https://stackoverflow.com/questions/5694385/getting-the-filenames-of-all-files-in-a-folder/5694398#5694398,12.0,1.0,0.0833333333333333,1.0,1.0,1.0,1.0,157.8484854211024,11.0,0.0,0.0,1.0,1.0,1.0,1.0,158.30094458144848,452.0,0.0,3.0,452.0,0.0
386,How to respond with an HTTP 400 error in a Spring MVC @ResponseBody method returning String,16232833,16250729,https://stackoverflow.com/questions/16232833/how-to-respond-with-an-http-400-error-in-a-spring-mvc-responsebody-method-retur,https://stackoverflow.com/questions/16232833/how-to-respond-with-an-http-400-error-in-a-spring-mvc-responsebody-method-retur/16250729#16250729,19.0,1.0,0.0526315789473684,2.0,3.0,2.0,6.5,124.90572204252872,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,451.0,0.0,13.0,450.0,0.0
387,Convert java.util.Date to String,5683728,5683761,https://stackoverflow.com/questions/5683728/convert-java-util-date-to-string,https://stackoverflow.com/questions/5683728/convert-java-util-date-to-string/5683761#5683761,10.0,0.0,0.0,1.0,1.0,1.0,6.0,129.77005411493647,7.0,6.0,0.8571428571428571,1.0,1.0,1.0,1.0,160.65126722491237,448.0,3.0,17.0,448.0,0.0
389,Downloading a file from spring controllers,5673260,5673356,https://stackoverflow.com/questions/5673260/downloading-a-file-from-spring-controllers,https://stackoverflow.com/questions/5673260/downloading-a-file-from-spring-controllers/5673356#5673356,16.0,0.0,0.0,1.0,1.0,1.0,9.25,120.31363710965894,15.0,2.0,0.1333333333333333,1.0,1.0,1.0,1.0,156.6881389542685,447.0,2.0,15.0,447.0,0.0
390,Convert java.time.LocalDate into java.util.Date type,22929237,22929420,https://stackoverflow.com/questions/22929237/convert-java-time-localdate-into-java-util-date-type,https://stackoverflow.com/questions/22929237/convert-java-time-localdate-into-java-util-date-type/22929420#22929420,10.0,3.0,0.3,1.0,1.0,1.0,5.666666666666667,130.69602041914365,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,448.0,3.0,13.0,447.0,0.0
391,Why doesn&#39;t JUnit provide assertNotEquals methods?,1096650,1464411,https://stackoverflow.com/questions/1096650/why-doesnt-junit-provide-assertnotequals-methods,https://stackoverflow.com/questions/1096650/why-doesnt-junit-provide-assertnotequals-methods/1464411#1464411,10.0,0.0,0.0,1.0,1.0,1.0,1.0,158.79655751643097,9.0,0.0,0.0,1.0,1.0,1.0,1.0,159.34443219785166,448.0,2.0,11.0,446.0,0.0
392,How to convert a char array back to a string?,7655127,7655156,https://stackoverflow.com/questions/7655127/how-to-convert-a-char-array-back-to-a-string,https://stackoverflow.com/questions/7655127/how-to-convert-a-char-array-back-to-a-string/7655156#7655156,7.0,0.0,0.0,1.0,1.0,1.0,5.333333333333333,133.5328490010513,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,449.0,7.0,14.0,445.0,0.0
393,How to compare dates in Java?,2592501,2592513,https://stackoverflow.com/questions/2592501/how-to-compare-dates-in-java,https://stackoverflow.com/questions/2592501/how-to-compare-dates-in-java/2592513#2592513,14.0,2.0,0.1428571428571428,3.0,3.0,3.0,4.666666666666667,131.63169222265682,8.0,2.0,0.25,1.0,1.0,1.0,1.0,159.95690398326485,445.0,0.0,11.0,444.0,0.0
395,Java int to String - Integer.toString(i) vs new Integer(i).toString(),3930210,3930249,https://stackoverflow.com/questions/3930210/java-int-to-string-integer-tostringi-vs-new-integeri-tostring,https://stackoverflow.com/questions/3930210/java-int-to-string-integer-tostringi-vs-new-integeri-tostring/3930249#3930249,6.0,2.0,0.3333333333333333,1.0,1.0,1.0,1.0,161.45285076001412,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,442.0,8.0,11.0,442.0,0.0
396,Convert a string representation of a hex dump to a byte array using Java?,140131,140861,https://stackoverflow.com/questions/140131/convert-a-string-representation-of-a-hex-dump-to-a-byte-array-using-java,https://stackoverflow.com/questions/140131/convert-a-string-representation-of-a-hex-dump-to-a-byte-array-using-java/140861#140861,11.0,0.0,0.0,2.0,2.0,1.0,3.75,136.65849997373488,11.0,1.0,0.0909090909090909,2.0,2.0,1.0,2.25,144.93387507874394,443.0,3.0,25.0,440.0,0.0
398,Launching Google Maps Directions via an intent on Android,2662531,2663565,https://stackoverflow.com/questions/2662531/launching-google-maps-directions-via-an-intent-on-android,https://stackoverflow.com/questions/2662531/launching-google-maps-directions-via-an-intent-on-android/2663565#2663565,14.0,5.0,0.3571428571428571,1.0,1.0,1.0,1.0,157.04690188600063,9.0,0.0,0.0,1.0,1.0,1.0,1.0,159.34443219785166,439.0,1.0,18.0,438.0,0.0
399,JUnit test for System.out.println(),1119385,1119559,https://stackoverflow.com/questions/1119385/junit-test-for-system-out-println,https://stackoverflow.com/questions/1119385/junit-test-for-system-out-println/1119559#1119559,10.0,0.0,0.0,1.0,1.0,1.0,4.5,134.43050368865534,28.0,0.0,0.0,4.0,4.0,1.0,10.5,114.66025738104062,438.0,1.0,14.0,438.0,0.0
400,Java Security: Illegal key size or default parameters?,6481627,6481658,https://stackoverflow.com/questions/6481627/java-security-illegal-key-size-or-default-parameters,https://stackoverflow.com/questions/6481627/java-security-illegal-key-size-or-default-parameters/6481658#6481658,16.0,0.0,0.0,2.0,2.0,1.0,8.6,121.26399095154986,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,438.0,5.0,19.0,437.0,0.0
401,Including dependencies in a jar with Maven,1729054,1729094,https://stackoverflow.com/questions/1729054/including-dependencies-in-a-jar-with-maven,https://stackoverflow.com/questions/1729054/including-dependencies-in-a-jar-with-maven/1729094#1729094,22.0,0.0,0.0,1.0,1.0,1.0,1.0,154.69657924253676,23.0,0.0,0.0,1.0,1.0,1.0,1.0,154.46543007716843,438.0,3.0,16.0,437.0,0.0
402,How do I find the caller of a method using stacktrace or reflection?,421280,421338,https://stackoverflow.com/questions/421280/how-do-i-find-the-caller-of-a-method-using-stacktrace-or-reflection,https://stackoverflow.com/questions/421280/how-do-i-find-the-caller-of-a-method-using-stacktrace-or-reflection/421338#421338,34.0,0.0,0.0,6.0,7.0,1.0,6.181818181818182,121.77280386747664,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,437.0,7.0,14.0,437.0,0.0
403,Using two values for one switch case statement,16706716,16706729,https://stackoverflow.com/questions/16706716/using-two-values-for-one-switch-case-statement,https://stackoverflow.com/questions/16706716/using-two-values-for-one-switch-case-statement/16706729#16706729,90.0,0.0,0.0,26.0,26.0,1.0,4.25,118.18090219071418,139.0,1.0,0.0071942446043165,45.0,1.0,1.0,1.0,134.99073554772042,451.0,10.0,16.0,435.0,0.0
404,How to split a String by space,7899525,7899558,https://stackoverflow.com/questions/7899525/how-to-split-a-string-by-space,https://stackoverflow.com/questions/7899525/how-to-split-a-string-by-space/7899558#7899558,4.0,0.0,0.0,1.0,1.0,1.0,4.0,141.10330067203435,4.0,0.0,0.0,1.0,1.0,1.0,1.0,163.56126932217657,437.0,5.0,17.0,434.0,0.0
405,"Only using @JsonIgnore during serialization, but not deserialization",12505141,12505165,https://stackoverflow.com/questions/12505141/only-using-jsonignore-during-serialization-but-not-deserialization,https://stackoverflow.com/questions/12505141/only-using-jsonignore-during-serialization-but-not-deserialization/12505165#12505165,27.0,0.0,0.0,5.0,4.0,1.0,4.125,129.75517877623386,4.0,0.0,0.0,1.0,1.0,1.0,8.0,129.87431634696324,434.0,0.0,10.0,434.0,0.0
406,Java Generics With a Class &amp; an Interface - Together,745756,745769,https://stackoverflow.com/questions/745756/java-generics-with-a-class-an-interface-together,https://stackoverflow.com/questions/745756/java-generics-with-a-class-an-interface-together/745769#745769,13.0,1.0,0.0769230769230769,2.0,1.0,1.0,1.0,157.2022633412,9.0,0.0,0.0,1.0,1.0,1.0,1.0,159.34443219785166,434.0,0.0,2.0,434.0,0.0
407,Why is (a*b != 0) faster than (a != 0 &amp;&amp; b != 0) in Java?,35531369,35531496,https://stackoverflow.com/questions/35531369/why-is-ab-0-faster-than-a-0-b-0-in-java,https://stackoverflow.com/questions/35531369/why-is-ab-0-faster-than-a-0-b-0-in-java/35531496#35531496,22.0,2.0,0.0909090909090909,1.0,1.0,1.0,1.0,154.69657924253676,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,440.0,35.0,6.0,434.0,0.0
410,Delete directories recursively in Java,779519,779555,https://stackoverflow.com/questions/779519/delete-directories-recursively-in-java,https://stackoverflow.com/questions/779519/delete-directories-recursively-in-java/779555#779555,20.0,0.0,0.0,5.0,5.0,8.0,6.2,124.71449364629228,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,433.0,2.0,26.0,432.0,0.0
412,Trusting all certificates using HttpClient over HTTPS,2642777,4837230,https://stackoverflow.com/questions/2642777/trusting-all-certificates-using-httpclient-over-https,https://stackoverflow.com/questions/2642777/trusting-all-certificates-using-httpclient-over-https/4837230#4837230,28.0,0.0,0.0,1.0,1.0,1.0,1.0,153.44253654708896,58.0,0.0,0.0,7.0,4.0,1.0,5.941176470588236,119.40880014604092,437.0,4.0,22.0,430.0,0.0
413,Hibernate show real SQL,2536829,2538954,https://stackoverflow.com/questions/2536829/hibernate-show-real-sql,https://stackoverflow.com/questions/2536829/hibernate-show-real-sql/2538954#2538954,63.0,0.0,0.0,9.0,1.0,1.0,1.0,147.38569942276405,24.0,0.0,0.0,1.0,1.0,1.0,1.0,154.24412008219068,431.0,6.0,5.0,430.0,0.0
414,Getting an element from a Set,7283338,7283362,https://stackoverflow.com/questions/7283338/getting-an-element-from-a-set,https://stackoverflow.com/questions/7283338/getting-an-element-from-a-set/7283362#7283362,17.0,0.0,0.0,1.0,1.0,1.0,1.0,156.0372906109077,23.0,0.0,0.0,3.0,1.0,1.0,1.0,154.00543007716843,428.0,2.0,22.0,428.0,0.0
416,When to use AtomicReference in Java?,3964211,3964249,https://stackoverflow.com/questions/3964211/when-to-use-atomicreference-in-java,https://stackoverflow.com/questions/3964211/when-to-use-atomicreference-in-java/3964249#3964249,20.0,2.0,0.1,2.0,2.0,2.0,4.571428571428571,130.34101496685977,8.0,2.0,0.25,1.0,1.0,1.0,1.0,159.95690398326485,428.0,0.0,8.0,428.0,0.0
417,Handling InterruptedException in Java,3976344,3976377,https://stackoverflow.com/questions/3976344/handling-interruptedexception-in-java,https://stackoverflow.com/questions/3976344/handling-interruptedexception-in-java/3976377#3976377,19.0,5.0,0.2631578947368421,2.0,4.0,2.0,1.75,146.16314154378065,28.0,1.0,0.0357142857142857,5.0,6.0,4.0,2.5,137.67862669072764,428.0,1.0,7.0,428.0,0.0
418,C# Java HashMap equivalent,1273139,1273149,https://stackoverflow.com/questions/1273139/c-java-hashmap-equivalent,https://stackoverflow.com/questions/1273139/c-java-hashmap-equivalent/1273149#1273149,15.0,4.0,0.2666666666666666,1.0,1.0,1.0,5.4,129.3684759064308,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,428.0,0.0,7.0,425.0,0.0
420,How to convert an ArrayList containing Integers to primitive int array?,718554,718558,https://stackoverflow.com/questions/718554/how-to-convert-an-arraylist-containing-integers-to-primitive-int-array,https://stackoverflow.com/questions/718554/how-to-convert-an-arraylist-containing-integers-to-primitive-int-array/718558#718558,21.0,0.0,0.0,3.0,4.0,2.0,4.6,129.7563712072184,23.0,0.0,0.0,4.0,4.0,2.0,4.571428571428571,129.15425286650895,426.0,5.0,19.0,425.0,0.0
421,Difference between spring @Controller and @RestController annotation,25242321,25242458,https://stackoverflow.com/questions/25242321/difference-between-spring-controller-and-restcontroller-annotation,https://stackoverflow.com/questions/25242321/difference-between-spring-controller-and-restcontroller-annotation/25242458#25242458,16.0,0.0,0.0,2.0,2.0,1.0,12.0,115.86705091778754,5.0,0.0,0.0,1.0,1.0,1.0,1.0,162.40092285534269,425.0,1.0,15.0,423.0,0.0
422,Does Java JIT cheat when running JDK code?,45912510,45913867,https://stackoverflow.com/questions/45912510/does-java-jit-cheat-when-running-jdk-code,https://stackoverflow.com/questions/45912510/does-java-jit-cheat-when-running-jdk-code/45913867#45913867,12.0,0.0,0.0,2.0,2.0,1.0,4.8,132.20690755089808,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,424.0,4.0,2.0,423.0,0.0
423,How to convert float to int with Java,1295424,1295430,https://stackoverflow.com/questions/1295424/how-to-convert-float-to-int-with-java,https://stackoverflow.com/questions/1295424/how-to-convert-float-to-int-with-java/1295430#1295430,5.0,0.0,0.0,1.0,1.0,1.0,1.0,162.40092285534269,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,426.0,1.0,9.0,423.0,0.0
425,Finish all previous activities,6330260,6330456,https://stackoverflow.com/questions/6330260/finish-all-previous-activities,https://stackoverflow.com/questions/6330260/finish-all-previous-activities/6330456#6330456,10.0,3.0,0.3,1.0,2.0,1.0,5.0,132.72366333499855,3.0,0.0,0.0,1.0,1.0,1.0,1.0,165.05721609892584,420.0,6.0,29.0,420.0,0.0
432,How do I use a PriorityQueue?,683041,683049,https://stackoverflow.com/questions/683041/how-do-i-use-a-priorityqueue,https://stackoverflow.com/questions/683041/how-do-i-use-a-priorityqueue/683049#683049,12.0,5.0,0.4166666666666667,1.0,1.0,1.0,1.0,157.8484854211024,27.0,6.0,0.2222222222222222,5.0,1.0,1.0,1.0,152.7116482967775,421.0,0.0,13.0,418.0,0.0
433,A Java collection of value pairs? (tuples?),521171,521235,https://stackoverflow.com/questions/521171/a-java-collection-of-value-pairs-tuples,https://stackoverflow.com/questions/521171/a-java-collection-of-value-pairs-tuples/521235#521235,17.0,0.0,0.0,2.0,1.0,1.0,1.0,155.80729061090767,21.0,0.0,0.0,6.0,5.0,4.0,4.0,131.33051467369597,419.0,4.0,22.0,417.0,0.0
434,Best way to create enum of strings?,3978654,3978690,https://stackoverflow.com/questions/3978654/best-way-to-create-enum-of-strings,https://stackoverflow.com/questions/3978654/best-way-to-create-enum-of-strings/3978690#3978690,18.0,0.0,0.0,2.0,1.0,1.0,6.25,125.82224714621732,16.0,10.0,0.625,2.0,1.0,1.0,1.0,156.12253864435314,418.0,0.0,8.0,417.0,0.0
436,How to test that no exception is thrown?,17731234,17731324,https://stackoverflow.com/questions/17731234/how-to-test-that-no-exception-is-thrown,https://stackoverflow.com/questions/17731234/how-to-test-that-no-exception-is-thrown/17731324#17731324,9.0,1.0,0.1111111111111111,1.0,2.0,1.0,1.0,159.34443219785166,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,418.0,5.0,20.0,417.0,0.0
437,Convert boolean to int in Java,3793650,3793654,https://stackoverflow.com/questions/3793650/convert-boolean-to-int-in-java,https://stackoverflow.com/questions/3793650/convert-boolean-to-int-in-java/3793654#3793654,8.0,0.0,0.0,1.0,2.0,1.0,7.0,128.43315956856878,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,418.0,10.0,12.0,415.0,0.0
440,How do you kill a Thread in Java?,671049,671052,https://stackoverflow.com/questions/671049/how-do-you-kill-a-thread-in-java,https://stackoverflow.com/questions/671049/how-do-you-kill-a-thread-in-java/671052#671052,26.0,1.0,0.0384615384615384,3.0,1.0,1.0,1.0,153.36789800228829,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,416.0,7.0,17.0,414.0,0.0
441,How to create a temporary directory/folder in Java?,617414,617438,https://stackoverflow.com/questions/617414/how-to-create-a-temporary-directory-folder-in-java,https://stackoverflow.com/questions/617414/how-to-create-a-temporary-directory-folder-in-java/617438#617438,14.0,1.0,0.0714285714285714,1.0,2.0,1.0,4.0,134.58893323585843,17.0,0.0,0.0,3.0,4.0,2.0,4.0,133.11932196076546,412.0,0.0,18.0,412.0,0.0
442,How can a Java program get its own process ID?,35842,35885,https://stackoverflow.com/questions/35842/how-can-a-java-program-get-its-own-process-id,https://stackoverflow.com/questions/35842/how-can-a-java-program-get-its-own-process-id/35885#35885,10.0,0.0,0.0,1.0,1.0,1.0,6.25,129.10873780370835,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,414.0,4.0,22.0,414.0,0.0
444,System.currentTimeMillis vs System.nanoTime,351565,351571,https://stackoverflow.com/questions/351565/system-currenttimemillis-vs-system-nanotime,https://stackoverflow.com/questions/351565/system-currenttimemillis-vs-system-nanotime/351571#351571,12.0,1.0,0.0833333333333333,1.0,1.0,1.0,12.571428571428571,116.83937344125152,4.0,1.0,0.25,1.0,1.0,1.0,11.0,124.71536590284296,412.0,6.0,10.0,412.0,0.0
445,How to quickly and conveniently create a one element arraylist,20358883,20358920,https://stackoverflow.com/questions/20358883/how-to-quickly-and-conveniently-create-a-one-element-arraylist,https://stackoverflow.com/questions/20358883/how-to-quickly-and-conveniently-create-a-one-element-arraylist/20358920#20358920,8.0,2.0,0.25,1.0,1.0,1.0,4.0,137.49893533312263,3.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,165.05721609892584,410.0,6.0,8.0,410.0,0.0
446,How to get milliseconds from LocalDateTime in Java 8,23944370,23945792,https://stackoverflow.com/questions/23944370/how-to-get-milliseconds-from-localdatetime-in-java-8,https://stackoverflow.com/questions/23944370/how-to-get-milliseconds-from-localdatetime-in-java-8/23945792#23945792,9.0,0.0,0.0,1.0,1.0,1.0,7.75,126.17180813533452,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,410.0,6.0,14.0,410.0,0.0
447,How to get the first element of the List or Set?,8882295,8882317,https://stackoverflow.com/questions/8882295/how-to-get-the-first-element-of-the-list-or-set,https://stackoverflow.com/questions/8882295/how-to-get-the-first-element-of-the-list-or-set/8882317#8882317,16.0,0.0,0.0,1.0,1.0,1.0,1.0,156.35253864435316,5.0,0.0,0.0,1.0,1.0,1.0,3.333333333333333,142.8965634252625,420.0,5.0,9.0,411.0,0.0
448,How to read text file from classpath in Java?,1464291,1464366,https://stackoverflow.com/questions/1464291/how-to-read-text-file-from-classpath-in-java,https://stackoverflow.com/questions/1464291/how-to-read-text-file-from-classpath-in-java/1464366#1464366,22.0,0.0,0.0,3.0,8.0,3.0,5.666666666666667,126.13604214524943,25.0,5.0,0.2,1.0,1.0,1.0,1.0,154.03184571068536,409.0,0.0,17.0,409.0,0.0
449,Break or return from Java 8 stream forEach?,23308193,23308251,https://stackoverflow.com/questions/23308193/break-or-return-from-java-8-stream-foreach,https://stackoverflow.com/questions/23308193/break-or-return-from-java-8-stream-foreach/23308251#23308251,12.0,0.0,0.0,1.0,1.0,1.0,1.0,157.8484854211024,4.0,0.0,0.0,1.0,1.0,1.0,4.5,139.19521549440094,410.0,3.0,15.0,409.0,0.0
450,What are the differences between ArrayList and Vector?,2986296,2986307,https://stackoverflow.com/questions/2986296/what-are-the-differences-between-arraylist-and-vector,https://stackoverflow.com/questions/2986296/what-are-the-differences-between-arraylist-and-vector/2986307#2986307,20.0,6.0,0.3,1.0,1.0,1.0,6.333333333333333,125.28979979144628,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,412.0,3.0,7.0,409.0,0.0
452,Data access object (DAO) in Java,19154202,19154487,https://stackoverflow.com/questions/19154202/data-access-object-dao-in-java,https://stackoverflow.com/questions/19154202/data-access-object-dao-in-java/19154487#19154487,30.0,5.0,0.1666666666666666,9.0,4.0,1.0,4.538461538461538,126.73984661496102,26.0,0.0,0.0,16.0,4.0,1.0,5.142857142857143,123.84863561399536,411.0,0.0,13.0,408.0,0.0
453,Does use of final keyword in Java improve the performance?,4279420,4279442,https://stackoverflow.com/questions/4279420/does-use-of-final-keyword-in-java-improve-the-performance,https://stackoverflow.com/questions/4279420/does-use-of-final-keyword-in-java-improve-the-performance/4279442#4279442,12.0,0.0,0.0,2.0,2.0,1.0,6.25,127.93066570837976,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,408.0,8.0,14.0,408.0,0.0
454,Conditionally ignoring tests in JUnit 4,1689242,1689309,https://stackoverflow.com/questions/1689242/conditionally-ignoring-tests-in-junit-4,https://stackoverflow.com/questions/1689242/conditionally-ignoring-tests-in-junit-4/1689309#1689309,19.0,0.0,0.0,3.0,3.0,1.0,12.0,114.74342958176892,12.0,2.0,0.1666666666666666,2.0,2.0,1.0,1.0,157.61848542110238,408.0,0.0,5.0,408.0,0.0
455,Java Interfaces/Implementation naming convention,2814805,2814831,https://stackoverflow.com/questions/2814805/java-interfaces-implementation-naming-convention,https://stackoverflow.com/questions/2814805/java-interfaces-implementation-naming-convention/2814831#2814831,12.0,0.0,0.0,4.0,2.0,1.0,1.0,157.1584854211024,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,409.0,3.0,9.0,406.0,0.0
456,Running code after Spring Boot starts,27405713,27405775,https://stackoverflow.com/questions/27405713/running-code-after-spring-boot-starts,https://stackoverflow.com/questions/27405713/running-code-after-spring-boot-starts/27405775#27405775,10.0,1.0,0.1,1.0,1.0,1.0,4.0,136.33858886628877,10.0,0.0,0.0,1.0,1.0,1.0,5.5,131.17963842216847,406.0,2.0,19.0,406.0,0.0
459,Double vs. BigDecimal?,3413448,3413493,https://stackoverflow.com/questions/3413448/double-vs-bigdecimal,https://stackoverflow.com/questions/3413448/double-vs-bigdecimal/3413493#3413493,10.0,2.0,0.2,1.0,1.0,1.0,1.0,158.79655751643097,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,405.0,1.0,7.0,405.0,0.0
460,How do I convert an OutputStream to an InputStream?,5778658,5778863,https://stackoverflow.com/questions/5778658/how-do-i-convert-an-outputstream-to-an-inputstream,https://stackoverflow.com/questions/5778658/how-do-i-convert-an-outputstream-to-an-inputstream/5778863#5778863,13.0,5.0,0.3846153846153846,1.0,1.0,1.0,1.0,157.4322633412,1.0,0.0,0.0,1.0,1.0,1.0,1.0,170.77,406.0,4.0,13.0,405.0,0.0
